id	char_start	char_end	label
PMID:1	3116	3120	SPECIES
PMID:1	20	25	SPECIES
PMID:1	20	25	SPECIES
PMID:1	2499	2504	SPECIES
PMID:1	20	25	SPECIES
PMID:1	2499	2504	SPECIES
PMID:1	20	25	SPECIES
PMID:1	2499	2504	SPECIES
PMID:1	20	25	SPECIES
PMID:1	3116	3120	SPECIES
PMID:1	3116	3120	SPECIES
PMID:1	20	25	SPECIES
PMID:1	2499	2504	SPECIES
PMID:1	20	25	SPECIES
PMID:1	20	25	SPECIES
PMID:1	5740	5746	SPECIES
PMID:2	567	574	SPECIES
PMID:2	1128	1135	SPECIES
PMID:2	567	574	SPECIES
PMID:2	1376	1384	SPECIES
PMID:2	1879	1884	SPECIES
PMID:2	567	574	SPECIES
PMID:2	1128	1135	SPECIES
PMID:2	567	574	SPECIES
PMID:2	1376	1384	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	573	SPECIES
PMID:2	6270	6282	SPECIES
PMID:2	1128	1135	SPECIES
PMID:2	567	573	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	573	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	13086	13092	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	1376	1384	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	1128	1135	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	20877	20882	SPECIES
PMID:2	1376	1384	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	23625	23633	SPECIES
PMID:2	1376	1384	SPECIES
PMID:2	837	840	SPECIES
PMID:2	24144	24148	SPECIES
PMID:2	24144	24148	SPECIES
PMID:2	25342	25346	SPECIES
PMID:2	567	574	SPECIES
PMID:2	567	574	SPECIES
PMID:2	13086	13092	SPECIES
PMID:2	13086	13092	SPECIES
PMID:2	23625	23633	SPECIES
PMID:2	1376	1384	SPECIES
PMID:2	1376	1384	SPECIES
PMID:2	24144	24148	SPECIES
PMID:2	24144	24148	SPECIES
PMID:2	38546	38551	SPECIES
PMID:2	39578	39586	SPECIES
PMID:2	25342	25346	SPECIES
PMID:2	24144	24148	SPECIES
PMID:2	20877	20882	SPECIES
PMID:2	24144	24148	SPECIES
PMID:3	47	61	SPECIES
PMID:3	4258	4264	SPECIES
PMID:3	7750	7764	SPECIES
PMID:3	7819	7845	SPECIES
PMID:3	9796	9801	SPECIES
PMID:3	9796	9801	SPECIES
PMID:3	7750	7764	SPECIES
PMID:3	47	61	SPECIES
PMID:3	14179	14198	SPECIES
PMID:3	14964	14968	SPECIES
PMID:3	12355	12361	SPECIES
PMID:3	14979	14984	SPECIES
PMID:3	14989	15006	SPECIES
PMID:3	4258	4264	SPECIES
PMID:3	16847	16851	SPECIES
PMID:3	16963	16974	SPECIES
PMID:3	17370	17384	SPECIES
PMID:3	4258	4264	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1392	1398	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	893	896	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	893	896	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1392	1398	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	893	896	SPECIES
PMID:4	1392	1398	SPECIES
PMID:4	1424	1429	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	893	896	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	37795	37814	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	38956	38966	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	39034	39038	SPECIES
PMID:4	39034	39038	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	39034	39038	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	4543	4548	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	38881	38887	SPECIES
PMID:4	39949	39955	SPECIES
PMID:4	5678	5682	SPECIES
PMID:4	893	896	SPECIES
PMID:4	893	896	SPECIES
PMID:4	41693	41712	SPECIES
PMID:4	22739	22743	SPECIES
PMID:4	44784	44789	SPECIES
PMID:4	1424	1429	SPECIES
PMID:5	893	900	SPECIES
PMID:5	893	900	SPECIES
PMID:5	6028	6033	SPECIES
PMID:5	6037	6043	SPECIES
PMID:5	7572	7577	SPECIES
PMID:5	6037	6043	SPECIES
PMID:5	893	900	SPECIES
PMID:5	893	900	SPECIES
PMID:5	893	899	SPECIES
PMID:5	893	900	SPECIES
PMID:5	893	899	SPECIES
PMID:5	7572	7577	SPECIES
PMID:5	6037	6043	SPECIES
PMID:5	893	899	SPECIES
PMID:6	0	20	SPECIES
PMID:6	0	20	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	0	20	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	3765	3784	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4875	4891	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	0	20	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	17128	17133	SPECIES
PMID:6	17204	17209	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	17128	17133	SPECIES
PMID:6	17128	17133	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	29739	29748	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	0	20	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	0	20	SPECIES
PMID:6	537	551	SPECIES
PMID:6	0	20	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	537	551	SPECIES
PMID:6	0	20	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	17128	17133	SPECIES
PMID:6	0	20	SPECIES
PMID:6	41156	41162	SPECIES
PMID:6	17128	17133	SPECIES
PMID:6	4896	4903	SPECIES
PMID:6	0	20	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:7	325	333	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	325	332	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	325	333	SPECIES
PMID:7	3364	3385	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	4334	4342	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	6133	6139	SPECIES
PMID:7	6310	6314	SPECIES
PMID:7	6133	6139	SPECIES
PMID:7	325	332	SPECIES
PMID:7	7286	7290	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	325	332	SPECIES
PMID:7	9706	9712	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	6133	6139	SPECIES
PMID:7	6133	6139	SPECIES
PMID:7	6133	6139	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	325	333	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	14678	14683	SPECIES
PMID:7	15744	15749	SPECIES
PMID:7	325	332	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	333	SPECIES
PMID:7	1053	1058	SPECIES
PMID:7	325	333	SPECIES
PMID:7	325	332	SPECIES
PMID:8	65	86	SPECIES
PMID:8	65	86	SPECIES
PMID:8	805	814	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	805	814	SPECIES
PMID:8	816	820	SPECIES
PMID:8	805	814	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	805	814	SPECIES
PMID:8	8168	8183	SPECIES
PMID:8	8185	8199	SPECIES
PMID:8	8204	8220	SPECIES
PMID:8	8397	8419	SPECIES
PMID:8	8430	8462	SPECIES
PMID:8	8655	8674	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	816	820	SPECIES
PMID:8	23053	23065	SPECIES
PMID:8	23262	23267	SPECIES
PMID:8	8655	8662	SPECIES
PMID:8	805	814	SPECIES
PMID:8	816	820	SPECIES
PMID:9	4	26	SPECIES
PMID:9	4	26	SPECIES
PMID:9	700	719	SPECIES
PMID:9	4	26	SPECIES
PMID:9	4	26	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	5812	5818	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	2258	2268	SPECIES
PMID:9	2258	2268	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	993	1009	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	6450	6454	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	9500	9504	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	15215	15220	SPECIES
PMID:10	15215	15220	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	993	1009	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	9500	9504	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	9500	9504	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	814	818	SPECIES
PMID:10	36920	36926	SPECIES
PMID:10	37671	37677	SPECIES
PMID:11	500	505	SPECIES
PMID:11	500	505	SPECIES
PMID:11	2621	2644	SPECIES
PMID:11	2655	2677	SPECIES
PMID:11	2965	2970	SPECIES
PMID:11	500	505	SPECIES
PMID:11	500	505	SPECIES
PMID:11	500	505	SPECIES
PMID:11	500	505	SPECIES
PMID:11	500	505	SPECIES
PMID:11	9849	9854	SPECIES
PMID:11	500	505	SPECIES
PMID:11	500	505	SPECIES
PMID:11	29641	29658	SPECIES
PMID:11	9849	9854	SPECIES
PMID:11	32703	32710	SPECIES
PMID:11	32703	32710	SPECIES
PMID:11	500	505	SPECIES
PMID:11	500	505	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	3796	3804	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	4532	4540	SPECIES
PMID:12	4794	4799	SPECIES
PMID:12	5505	5510	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	4794	4799	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	1459	1462	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	11040	11044	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	1319	1322	SPECIES
PMID:12	4532	4540	SPECIES
PMID:12	14217	14222	SPECIES
PMID:12	2416	2421	SPECIES
PMID:12	17095	17102	SPECIES
PMID:13	436	441	SPECIES
PMID:13	3639	3646	SPECIES
PMID:13	7712	7719	SPECIES
PMID:13	7712	7718	SPECIES
PMID:13	2457	2463	SPECIES
PMID:13	7712	7718	SPECIES
PMID:13	436	441	SPECIES
PMID:13	436	441	SPECIES
PMID:13	16120	16125	SPECIES
PMID:13	16761	16772	SPECIES
PMID:13	17033	17045	SPECIES
PMID:13	17033	17045	SPECIES
PMID:13	27828	27836	SPECIES
PMID:13	28273	28280	SPECIES
PMID:13	17033	17045	SPECIES
PMID:13	436	441	SPECIES
PMID:13	3639	3646	SPECIES
PMID:13	436	441	SPECIES
PMID:13	17033	17045	SPECIES
PMID:13	17033	17045	SPECIES
PMID:14	57	78	SPECIES
PMID:14	104	111	SPECIES
PMID:14	57	78	SPECIES
PMID:14	566	576	SPECIES
PMID:14	937	958	SPECIES
PMID:14	104	111	SPECIES
PMID:14	1446	1466	SPECIES
PMID:14	566	576	SPECIES
PMID:14	2343	2354	SPECIES
PMID:14	566	576	SPECIES
PMID:14	2372	2381	SPECIES
PMID:14	566	576	SPECIES
PMID:14	2343	2354	SPECIES
PMID:14	2670	2673	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	566	576	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	104	111	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	104	111	SPECIES
PMID:14	7444	7454	SPECIES
PMID:14	104	111	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	57	78	SPECIES
PMID:14	566	576	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	2343	2354	SPECIES
PMID:14	566	576	SPECIES
PMID:14	566	576	SPECIES
PMID:14	2343	2354	SPECIES
PMID:14	7444	7454	SPECIES
PMID:14	2343	2354	SPECIES
PMID:14	566	576	SPECIES
PMID:14	566	576	SPECIES
PMID:14	14974	14980	SPECIES
PMID:14	566	576	SPECIES
PMID:14	566	576	SPECIES
PMID:14	566	576	SPECIES
PMID:14	15780	15801	SPECIES
PMID:14	2343	2354	SPECIES
PMID:14	566	576	SPECIES
PMID:14	104	111	SPECIES
PMID:14	566	576	SPECIES
PMID:14	57	78	SPECIES
PMID:14	104	111	SPECIES
PMID:14	1446	1466	SPECIES
PMID:14	104	111	SPECIES
PMID:14	104	111	SPECIES
PMID:14	19286	19291	SPECIES
PMID:14	57	78	SPECIES
PMID:14	1446	1466	SPECIES
PMID:14	19891	19912	SPECIES
PMID:14	2343	2354	SPECIES
PMID:14	19891	19912	SPECIES
PMID:14	7444	7454	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	233	238	SPECIES
PMID:15	22850	22860	SPECIES
PMID:15	233	238	SPECIES
PMID:15	26311	26316	SPECIES
PMID:15	26328	26333	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	132	156	SPECIES
PMID:16	75	80	SPECIES
PMID:16	132	156	SPECIES
PMID:16	1753	1769	SPECIES
PMID:16	1786	1798	SPECIES
PMID:16	1851	1873	SPECIES
PMID:16	1994	2000	SPECIES
PMID:16	75	80	SPECIES
PMID:16	3674	3681	SPECIES
PMID:16	1994	1999	SPECIES
PMID:16	3736	3750	SPECIES
PMID:16	3756	3779	SPECIES
PMID:16	3785	3794	SPECIES
PMID:16	3803	3828	SPECIES
PMID:16	1994	1999	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	1786	1798	SPECIES
PMID:16	75	80	SPECIES
PMID:16	6090	6096	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	12014	12020	SPECIES
PMID:16	12045	12050	SPECIES
PMID:16	75	80	SPECIES
PMID:16	15156	15161	SPECIES
PMID:16	15254	15259	SPECIES
PMID:16	15156	15161	SPECIES
PMID:16	12014	12020	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
PMID:16	75	80	SPECIES
