id	char_start	char_end	label
PMID:690	200	202	DISEASE
PMID:691	198	201	DISEASE
PMID:692	28	50	DISEASE
PMID:693	0	22	DISEASE
PMID:693	25	28	DISEASE
PMID:693	54	91	DISEASE
PMID:693	118	130	DISEASE
PMID:693	133	149	DISEASE
PMID:693	156	189	DISEASE
PMID:694	4	7	DISEASE
PMID:695	29	32	DISEASE
PMID:695	72	97	DISEASE
PMID:695	233	236	DISEASE
PMID:700	31	34	DISEASE
PMID:701	36	50	DISEASE
PMID:701	69	102	DISEASE
PMID:701	107	150	DISEASE
PMID:703	36	50	DISEASE
PMID:703	55	79	DISEASE
PMID:703	165	206	DISEASE
PMID:704	156	170	DISEASE
PMID:706	184	200	DISEASE
PMID:707	0	27	DISEASE
PMID:707	39	48	DISEASE
PMID:708	54	80	DISEASE
PMID:708	85	103	DISEASE
PMID:708	122	139	DISEASE
PMID:710	70	93	DISEASE
PMID:710	109	123	DISEASE
PMID:711	7	31	DISEASE
PMID:712	69	99	DISEASE
PMID:713	84	108	DISEASE
PMID:713	111	114	DISEASE
PMID:714	42	45	DISEASE
PMID:723	77	80	DISEASE
PMID:724	71	84	DISEASE
PMID:725	110	126	DISEASE
PMID:725	139	147	DISEASE
PMID:725	150	164	DISEASE
PMID:725	167	184	DISEASE
PMID:725	187	206	DISEASE
PMID:725	213	230	DISEASE
PMID:731	64	78	DISEASE
PMID:731	81	100	DISEASE
PMID:731	103	120	DISEASE
PMID:731	132	149	DISEASE
PMID:734	59	72	DISEASE
PMID:734	77	91	DISEASE
PMID:735	63	96	DISEASE
PMID:737	96	111	DISEASE
PMID:737	146	152	DISEASE
PMID:739	69	99	DISEASE
PMID:742	151	181	DISEASE
PMID:743	5	20	DISEASE
PMID:743	26	40	DISEASE
PMID:744	33	46	DISEASE
PMID:744	52	66	DISEASE
PMID:747	4	35	DISEASE
PMID:748	0	31	DISEASE
PMID:748	34	38	DISEASE
PMID:754	54	60	DISEASE
PMID:755	37	42	DISEASE
PMID:756	59	63	DISEASE
PMID:756	79	84	DISEASE
PMID:757	101	105	DISEASE
PMID:757	110	134	DISEASE
PMID:758	44	62	DISEASE
PMID:759	4	33	DISEASE
PMID:759	49	67	DISEASE
PMID:759	111	140	DISEASE
PMID:759	145	169	DISEASE
PMID:762	131	149	DISEASE
PMID:763	75	93	DISEASE
PMID:764	45	63	DISEASE
PMID:766	120	138	DISEASE
PMID:767	101	119	DISEASE
PMID:768	23	49	DISEASE
PMID:769	0	26	DISEASE
PMID:769	29	32	DISEASE
PMID:769	41	78	DISEASE
PMID:769	96	112	DISEASE
PMID:769	115	121	DISEASE
PMID:769	182	185	DISEASE
PMID:780	55	58	DISEASE
PMID:781	98	101	DISEASE
PMID:785	0	27	DISEASE
PMID:785	30	33	DISEASE
PMID:787	208	211	DISEASE
PMID:790	180	195	DISEASE
PMID:792	83	101	DISEASE
PMID:793	68	71	DISEASE
PMID:794	12	35	DISEASE
PMID:795	0	23	DISEASE
PMID:795	26	31	DISEASE
PMID:795	134	140	DISEASE
PMID:795	147	164	DISEASE
PMID:797	31	36	DISEASE
PMID:797	103	108	DISEASE
PMID:798	59	64	DISEASE
PMID:800	55	60	DISEASE
PMID:801	22	51	DISEASE
PMID:801	74	83	DISEASE
PMID:801	90	112	DISEASE
PMID:802	52	73	DISEASE
PMID:802	134	153	DISEASE
PMID:802	154	172	DISEASE
PMID:802	175	193	DISEASE
PMID:802	200	221	DISEASE
PMID:804	191	220	DISEASE
PMID:805	19	28	DISEASE
PMID:805	33	46	DISEASE
PMID:806	33	62	DISEASE
PMID:806	96	118	DISEASE
PMID:807	0	12	DISEASE
PMID:807	15	40	DISEASE
PMID:807	47	64	DISEASE
PMID:808	176	191	DISEASE
PMID:809	28	46	DISEASE
PMID:810	0	29	DISEASE
PMID:810	92	96	DISEASE
PMID:810	136	140	DISEASE
PMID:811	145	148	DISEASE
PMID:811	151	155	DISEASE
PMID:813	101	122	DISEASE
PMID:814	42	59	DISEASE
PMID:815	54	75	DISEASE
PMID:815	132	145	DISEASE
PMID:815	226	246	DISEASE
PMID:818	39	69	DISEASE
PMID:819	43	48	DISEASE
PMID:820	88	94	DISEASE
PMID:820	98	101	DISEASE
PMID:820	104	134	DISEASE
PMID:821	5	32	DISEASE
PMID:821	47	50	DISEASE
PMID:822	11	31	DISEASE
PMID:822	174	177	DISEASE
PMID:823	19	22	DISEASE
PMID:823	46	49	DISEASE
PMID:823	153	172	DISEASE
PMID:823	196	199	DISEASE
PMID:824	36	39	DISEASE
PMID:826	31	34	DISEASE
PMID:826	66	78	DISEASE
PMID:827	37	42	DISEASE
PMID:828	114	120	DISEASE
PMID:828	180	186	DISEASE
PMID:829	24	42	DISEASE
PMID:830	85	90	DISEASE
PMID:831	81	93	DISEASE
PMID:832	21	36	DISEASE
PMID:832	41	59	DISEASE
PMID:832	65	92	DISEASE
PMID:832	124	142	DISEASE
PMID:833	26	31	DISEASE
PMID:833	60	78	DISEASE
PMID:833	83	89	DISEASE
PMID:833	92	105	DISEASE
PMID:835	79	96	DISEASE
PMID:835	222	239	DISEASE
PMID:835	394	411	DISEASE
PMID:837	62	79	DISEASE
PMID:838	106	123	DISEASE
PMID:839	61	76	DISEASE
PMID:840	23	49	DISEASE
PMID:840	112	127	DISEASE
PMID:840	203	223	DISEASE
PMID:848	73	88	DISEASE
PMID:851	68	84	DISEASE
PMID:851	116	145	DISEASE
PMID:851	152	161	DISEASE
PMID:851	171	195	DISEASE
PMID:852	100	126	DISEASE
PMID:852	137	149	DISEASE
PMID:852	152	169	DISEASE
PMID:852	176	185	DISEASE
PMID:855	74	89	DISEASE
PMID:857	42	61	DISEASE
PMID:859	27	42	DISEASE
PMID:863	15	61	DISEASE
PMID:864	16	52	DISEASE
PMID:864	126	152	DISEASE
PMID:864	157	176	DISEASE
PMID:867	41	87	DISEASE
